year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1945,1946,18,WRITING (Screenplay),WRITING (Adapted Screenplay),Ranald MacDougall,Mildred Pierce,False
1945,1946,18,WRITING (Screenplay),WRITING (Adapted Screenplay),Albert Maltz,Pride of the Marines,False
1945,1946,18,WRITING (Screenplay),WRITING (Adapted Screenplay),Tess Slesinger/Frank Davis,A Tree Grows in Brooklyn,False
1945,1946,18,SPECIAL AWARD,SPECIAL AWARD,Walter Wanger,,True
1945,1946,18,SPECIAL AWARD,SPECIAL AWARD,Peggy Ann Garner,,True
1945,1946,18,SPECIAL AWARD,SPECIAL AWARD,Frank Ross/Mervyn LeRoy/Albert Maltz/Earl Robinson/Lewis Allan/Frank Sinatra/RKO Radio,The House I Live In,True
1945,1946,18,SPECIAL AWARD,SPECIAL AWARD,Republic Studio/Daniel J. Bloomberg,,True
1946,1947,19,ACTOR,ACTOR IN A LEADING ROLE,Fredric March,The Best Years of Our Lives,True
1946,1947,19,ACTOR,ACTOR IN A LEADING ROLE,Laurence Olivier,Henry V,False
1946,1947,19,ACTOR,ACTOR IN A LEADING ROLE,Larry Parks,The Jolson Story,False
1946,1947,19,ACTOR,ACTOR IN A LEADING ROLE,Gregory Peck,The Yearling,False
1946,1947,19,ACTOR,ACTOR IN A LEADING ROLE,James Stewart,It's a Wonderful Life,False
1946,1947,19,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Green Years,False
1946,1947,19,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,William Demarest,The Jolson Story,False
1946,1947,19,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Claude Rains,Notorious,False
1946,1947,19,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,True
1946,1947,19,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Clifton Webb,The Razor's Edge,False
1946,1947,19,ACTRESS,ACTRESS IN A LEADING ROLE,Olivia de Havilland,To Each His Own,True
1946,1947,19,ACTRESS,ACTRESS IN A LEADING ROLE,Celia Johnson,Brief Encounter,False
1946,1947,19,ACTRESS,ACTRESS IN A LEADING ROLE,Jennifer Jones,Duel in the Sun,False
1946,1947,19,ACTRESS,ACTRESS IN A LEADING ROLE,Rosalind Russell,Sister Kenny,False
1946,1947,19,ACTRESS,ACTRESS IN A LEADING ROLE,Jane Wyman,The Yearling,False
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Spiral Staircase,False
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,The Razor's Edge,True
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Lillian Gish,Duel in the Sun,False
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Flora Robson,Saratoga Trunk,False
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anna and the King of Siam,False
1946,1947,19,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/William Darling/Thomas Little/Frank E. Hughes,Anna and the King of Siam,True
1946,1947,19,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hans Dreier/Walter Tyler/Sam Comer/Ray Moyer,Kitty,False
1946,1947,19,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Richard Day/Nathan Juran/Thomas Little/Paul S. Fox,The Razor's Edge,False
1946,1947,19,ART DIRECTION (Color),ART DIRECTION (Color),John Bryan,Caesar and Cleopatra,False
1946,1947,19,ART DIRECTION (Color),ART DIRECTION (Color),Paul Sheriff/Carmen Dillon,Henry V,False
1946,1947,19,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Paul Groesse/Edwin B. Willis,The Yearling,True
1946,1947,19,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Arthur Miller,Anna and the King of Siam,True
1946,1947,19,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Folsey,The Green Years,False
1946,1947,19,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Joseph Walker,The Jolson Story,False
1946,1947,19,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Charles Rosher/Leonard Smith/Arthur Arling,The Yearling,True
1946,1947,19,DIRECTING,DIRECTING,William Wyler,The Best Years of Our Lives,True
1946,1947,19,DIRECTING,DIRECTING,David Lean,Brief Encounter,False
1946,1947,19,DIRECTING,DIRECTING,Frank Capra,It's a Wonderful Life,False
1946,1947,19,DIRECTING,DIRECTING,Robert Siodmak,The Killers,False
1946,1947,19,DIRECTING,DIRECTING,Clarence Brown,The Yearling,False
1946,1947,19,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The March of Time,Atomic Power,False
1946,1947,19,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Artkino,Life at the Zoo,False
1946,1947,19,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Paramount,Paramount News Issue #37 (Twentieth Anniversary Issue! 1927.....1947),False
1946,1947,19,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Department of War,Seeds of Destiny,True
1946,1947,19,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Herbert Morgan,Traffic with the Devil,False
1946,1947,19,FILM EDITING,FILM EDITING,Daniel Mandell,The Best Years of Our Lives,True
1946,1947,19,FILM EDITING,FILM EDITING,William Hornbeck,It's a Wonderful Life,False
1946,1947,19,FILM EDITING,FILM EDITING,William Lyon,The Jolson Story,False
1946,1947,19,FILM EDITING,FILM EDITING,Arthur Hilton,The Killers,False
1946,1947,19,FILM EDITING,FILM EDITING,Harold Kress,The Yearling,False
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Bernard Herrmann,Anna and the King of Siam,False
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Hugo Friedhofer,The Best Years of Our Lives,True
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),William Walton,Henry V,False
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Franz Waxman,Humoresque,False
1946,1947,19,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,The Killers,False
1946,1947,19,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Robert Emmett Dolan,Blue Skies,False
1946,1947,19,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,Centennial Summer,False
1946,1947,19,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Lennie Hayton,The Harvey Girls,False
1946,1947,19,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Morris Stoloff,The Jolson Story,True
1946,1947,19,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Max Steiner,Night and Day,False
1946,1947,19,MUSIC (Song),MUSIC (Original Song),Jerome Kern/Oscar Hammerstein II,Centennial Summer,False
1946,1947,19,MUSIC (Song),MUSIC (Original Song),James Monaco/Mack Gordon,The Dolly Sisters,False
1946,1947,19,MUSIC (Song),MUSIC (Original Song),Hoagy Carmichael/Jack Brooks,Canyon Passage,False
1946,1947,19,MUSIC (Song),MUSIC (Original Song),Harry Warren/Johnny Mercer,The Harvey Girls,True
1946,1947,19,MUSIC (Song),MUSIC (Original Song),Irving Berlin,Blue Skies,False
1946,1947,19,BEST MOTION PICTURE,BEST PICTURE,Samuel Goldwyn Productions,The Best Years of Our Lives,True
1946,1947,19,BEST MOTION PICTURE,BEST PICTURE,J. Arthur Rank/Two Cities Films,Henry V,False
1946,1947,19,BEST MOTION PICTURE,BEST PICTURE,Liberty Films,It's a Wonderful Life,False
1946,1947,19,BEST MOTION PICTURE,BEST PICTURE,20th Century-Fox,The Razor's Edge,False
1946,1947,19,BEST MOTION PICTURE,BEST PICTURE,Metro-Goldwyn-Mayer,The Yearling,False
1946,1947,19,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Frederick Quimby,The Cat Concerto,True
1946,1947,19,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,Chopin's Musical Moments,False
1946,1947,19,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),George Pal,John Henry and the Inky Poo,False
1946,1947,19,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Squatter's Rights,False
1946,1947,19,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Edward Selzer,Walky Talky Hawky,False
1946,1947,19,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jack Eaton,Dive-Hi Champs,False
1946,1947,19,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Facing Your Danger,True
1946,1947,19,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Edmund Reek,Golden Horses,False
1946,1947,19,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Smart as a Fox,False
1946,1947,19,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Pete Smith,Sure Cures,False
1946,1947,19,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Gordon Hollingshead,A Boy and His Dog,True
1946,1947,19,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),George B. Templeton,College Queen,False
1946,1947,19,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Jules White,Hiss and Yell,False
1946,1947,19,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Jerry Bresler,The Luckiest Guy in the World,False
1946,1947,19,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Gordon Sawyer,The Best Years of Our Lives,False
1946,1947,19,SOUND RECORDING,SOUND RECORDING,RKO Radio/John Aalberg,It's a Wonderful Life,False
1946,1947,19,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,The Jolson Story,True
1946,1947,19,SPECIAL EFFECTS,VISUAL EFFECTS,Thomas Howard,Blithe Spirit,True
1946,1947,19,SPECIAL EFFECTS,VISUAL EFFECTS,William McGann/Nathan Levinson,A Stolen Life,False
1946,1947,19,WRITING (Original Motion Picture Story),WRITING (Original Story),Vladimir Pozner,The Dark Mirror,False
1946,1947,19,WRITING (Original Motion Picture Story),WRITING (Original Story),Jack Patrick,The Strange Love of Martha Ivers,False
1946,1947,19,WRITING (Original Motion Picture Story),WRITING (Original Story),Victor Trivas,The Stranger,False
1946,1947,19,WRITING (Original Motion Picture Story),WRITING (Original Story),Charles Brackett,To Each His Own,False
1946,1947,19,WRITING (Original Motion Picture Story),WRITING (Original Story),Clemence Dane,Vacation from Marriage,True
1946,1947,19,WRITING (Original Screenplay),WRITING (Original Screenplay),Raymond Chandler,The Blue Dahlia,False
1946,1947,19,WRITING (Original Screenplay),WRITING (Original Screenplay),Jacques Prevert,Children of Paradise,False
1946,1947,19,WRITING (Original Screenplay),WRITING (Original Screenplay),Ben Hecht,Notorious,False
1946,1947,19,WRITING (Original Screenplay),WRITING (Original Screenplay),Norman Panama/Melvin Frank,Road to Utopia,False
1946,1947,19,WRITING (Original Screenplay),WRITING (Original Screenplay),Muriel Box/Sydney Box,The Seventh Veil,True
1946,1947,19,WRITING (Screenplay),WRITING (Adapted Screenplay),Talbot Jennings/Sally Benson,Anna and the King of Siam,False
1946,1947,19,WRITING (Screenplay),WRITING (Adapted Screenplay),Robert E. Sherwood,The Best Years of Our Lives,True
1946,1947,19,WRITING (Screenplay),WRITING (Adapted Screenplay),David Lean/Anthony Havelock-Allan/Ronald Neame,Brief Encounter,False
1946,1947,19,WRITING (Screenplay),WRITING (Adapted Screenplay),Anthony Veiller,The Killers,False
1946,1947,19,WRITING (Screenplay),WRITING (Adapted Screenplay),Sergio Amidei/F. Fellini,Open City,False
1946,1947,19,SPECIAL AWARD,SPECIAL AWARD,Laurence Olivier,Henry V,True
1946,1947,19,SPECIAL AWARD,SPECIAL AWARD,Harold Russell,The Best Years of Our Lives,True
1946,1947,19,SPECIAL AWARD,SPECIAL AWARD,Ernst Lubitsch,,True
1946,1947,19,SPECIAL AWARD,SPECIAL AWARD,Claude Jarman,,True
1946,1947,19,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,Samuel Goldwyn,,True
1947,1948,20,ACTOR,ACTOR IN A LEADING ROLE,Ronald Colman,A Double Life,True
1947,1948,20,ACTOR,ACTOR IN A LEADING ROLE,John Garfield,Body and Soul,False
1947,1948,20,ACTOR,ACTOR IN A LEADING ROLE,Gregory Peck,Gentleman's Agreement,False
1947,1948,20,ACTOR,ACTOR IN A LEADING ROLE,William Powell,Life with Father,False
1947,1948,20,ACTOR,ACTOR IN A LEADING ROLE,Michael Redgrave,Mourning Becomes Electra,False
1947,1948,20,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Farmer's Daughter,False
1947,1948,20,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Thomas Gomez,Ride the Pink Horse,False
1947,1948,20,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,True
1947,1948,20,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,False
1947,1948,20,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Joan Crawford,Possessed,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Susan Hayward,Smash-Up--The Story of a Woman,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Dorothy McGuire,Gentleman's Agreement,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Rosalind Russell,Mourning Becomes Electra,False
1947,1948,20,ACTRESS,ACTRESS IN A LEADING ROLE,Loretta Young,The Farmer's Daughter,True
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Paradine Case,False
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,Crossfire,False
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Gentleman's Agreement,True
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Marjorie Main,The Egg and I,False
1947,1948,20,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anne Revere,Gentleman's Agreement,False
1947,1948,20,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/Maurice Ransford/Thomas Little/Paul S. Fox,The Foxes of Harrow,False
1947,1948,20,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),John Bryan/Wilfred Shingleton,Great Expectations,True
1947,1948,20,ART DIRECTION (Color),ART DIRECTION (Color),Alfred Junge,Black Narcissus,True
1947,1948,20,ART DIRECTION (Color),ART DIRECTION (Color),Robert M. Haas/George James Hopkins,Life with Father,False
1947,1948,20,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Charles Lang Jr.,The Ghost and Mrs. Muir,False
1947,1948,20,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Guy Green,Great Expectations,True
1947,1948,20,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Folsey,Green Dolphin Street,False
1947,1948,20,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Jack Cardiff,Black Narcissus,True
1947,1948,20,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Peverell Marley/William V. Skall,Life with Father,False
1947,1948,20,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Harry Jackson,Mother Wore Tights,False
1947,1948,20,DIRECTING,DIRECTING,Henry Koster,The Bishop's Wife,False
1947,1948,20,DIRECTING,DIRECTING,Edward Dmytryk,Crossfire,False
1947,1948,20,DIRECTING,DIRECTING,George Cukor,A Double Life,False
1947,1948,20,DIRECTING,DIRECTING,Elia Kazan,Gentleman's Agreement,True
1947,1948,20,DIRECTING,DIRECTING,David Lean,Great Expectations,False
1947,1948,20,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Sid Rogell/Theron Warth/Richard O. Fleischer,Design for Death,True
1947,1948,20,DOCUMENTARY (Feature),DOCUMENTARY (Feature),United States Department of State Office of Information/Educational Exchange,Journey into Medicine,False
1947,1948,20,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Paul Rotha,The World Is Rich,False
1947,1948,20,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United Nations Division of Films/Visual Information,First Steps,True
1947,1948,20,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Frederic Ullman Jr.,Passport to Nowhere,False
1947,1948,20,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Australian News/Information Bureau,School in the Mailbox,False
1947,1948,20,FILM EDITING,FILM EDITING,Monica Collingwood,The Bishop's Wife,False
1947,1948,20,FILM EDITING,FILM EDITING,Francis Lyon/Robert Parrish,Body and Soul,True
1947,1948,20,FILM EDITING,FILM EDITING,Harmon Jones,Gentleman's Agreement,False
1947,1948,20,FILM EDITING,FILM EDITING,George White,Green Dolphin Street,False
1947,1948,20,FILM EDITING,FILM EDITING,Fergus McDonell,Odd Man Out,False
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Hugo Friedhofer,The Bishop's Wife,False
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alfred Newman,Captain from Castile,False
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Dr. Miklos Rozsa,A Double Life,True
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),David Raksin,Forever Amber,False
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,Life with Father,False
1947,1948,20,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Johnny Green,Fiesta,False
1947,1948,20,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,Mother Wore Tights,True
1947,1948,20,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf/Max Steiner,My Wild Irish Rose,False
1947,1948,20,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Robert Emmett Dolan,Road to Rio,False
1947,1948,20,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Daniele Amfitheatrof/Paul J. Smith/Charles Wolcott,Song of the South,False
1947,1948,20,MUSIC (Song),MUSIC (Original Song),Arthur Schwartz/Leo Robin,"The Time, the Place and the Girl",False
1947,1948,20,MUSIC (Song),MUSIC (Original Song),Frank Loesser,The Perils of Pauline,False
1947,1948,20,MUSIC (Song),MUSIC (Original Song),Ralph Blane/Roger Edens/Hugh Martin,Good News,False
1947,1948,20,MUSIC (Song),MUSIC (Original Song),Josef Myrow/Mack Gordon,Mother Wore Tights,False
1947,1948,20,MUSIC (Song),MUSIC (Original Song),Allie Wrubel/Ray Gilbert,Song of the South,True
1947,1948,20,BEST MOTION PICTURE,BEST PICTURE,Samuel Goldwyn Productions,The Bishop's Wife,False
1947,1948,20,BEST MOTION PICTURE,BEST PICTURE,RKO Radio,Crossfire,False
1947,1948,20,BEST MOTION PICTURE,BEST PICTURE,20th Century-Fox,Gentleman's Agreement,True
1947,1948,20,BEST MOTION PICTURE,BEST PICTURE,J. Arthur Rank/Cineguild,Great Expectations,False
1947,1948,20,BEST MOTION PICTURE,BEST PICTURE,20th Century-Fox,Miracle on 34th Street,False
1947,1948,20,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Chip An' Dale,False
1947,1948,20,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Frederick Quimby,Dr. Jekyll and Mr. Mouse,False
1947,1948,20,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Pluto's Blue Note,False
1947,1948,20,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),George Pal,Tubby the Tuba,False
1947,1948,20,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Edward Selzer,Tweetie Pie,True
1947,1948,20,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Thomas Mead,"Brooklyn, U.S.A.",False
1947,1948,20,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Herbert Moulton,Good-bye Miss Turlock,True
1947,1948,20,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jerry Fairbanks,Moon Rockets,False
1947,1948,20,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Pete Smith,Now You See It,False
1947,1948,20,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,So You Want to Be in Pictures,False
1947,1948,20,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Harry Grey,Champagne for Two,False
1947,1948,20,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Irving Allen,Climbing the Matterhorn,True
1947,1948,20,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Thomas Mead,Fight of the Wild Stallions,False
